Référence,Intitulé synthétique,Type d'AO,Type,Fonction publique,Acheteur_auto,Acheteur_manual,Acheteur_clean,Localisation_auto,Localisation_manual,Localisation,Localisation_clean,Date_limite_auto,Date_limite_manual,Date limite de remise des offres,Durée initiale du marché,Reconduction(s),Estimation_auto,Estimation_manual,Estimation du marché,URL source HTTPS,Plateforme,match_status,match_source,review_needed,extraction_notes,Colonne 1,Colonne 2,Column 29,source_type
2600517,Maintien en condition opérationnelle et l'accompagnement à l'évolution des infrastructures et services numériques de la Ville de Paris et du CASVP,AOO,Services,-,Ville de Paris,,Ville de Paris,75 - VILLE DE PARIS,,75 - VILLE DE PARIS,75 - VILLE DE PARIS,2026-06-09 00:00:00,,2026-06-09 00:00:00,-,-,8500000.0,,8500000.0,https://www.marchesonline.com/appels-offres/avis/maintien-en-condition-operationnelle-et-l-accompagneme/ao-9595379-1,Marchés Online,new,2600517.html,,"title: h1_title_avis -> accepted score=80 value=""Maintien en condition opérationnelle et l'accompagnement à l'évolution des infrastructures et services numériques de la Ville de Paris et du CASVP""; title: title_tag -> accepted score=70 value=""Maintien en condition opérationnelle et l'accompagnement à l'évolution des infrastructures et services numériques de la Ville de Paris et du CASVP""; title: meta_description -> accepted score=65 value=""Maintien en condition opérationnelle et l'accompagnement à l'évolution des infrastructures et services numériques de la Ville de Paris et du CASVP""; buyer: company_link -> accepted score=65 value='Ville de Paris'; buyer: nom_officiel_pattern -> accepted score=65 value='VILLE de PARIS - DFA - SDA'",-,-,-,MARCHES_ONLINE
Shom_26AC07,-,AOO,Services,-,MINARM / ESTM / EPA / SHOM - Service hydrographique et océanographique de la Marine,,MINARM / ESTM / EPA / SHOM - Service hydrographique et océanographique de la Marine,(29) Finistère,,(29) Finistère,(29) Finistère,2026-06-18 09:00:00,,2026-06-18 09:00:00,-,-,-,,-,https://www.marches-publics.gouv.fr/app.php/entreprise/consultation/2956468?orgAcronyme=g7h,PLACE,new,2956468?orgAcronyme=g7h.html,,title: header_generic -> rejected score=-75 value='Détail de la consultation' reason=generic_exact_title; title: line_after_reference -> rejected score=35 value='Intitulé' reason=too_short; buyer: entity_line -> accepted score=70 value='MINARM / ESTM / EPA / SHOM - Service hydrographique et océanographique de la Marine'; buyer: entity_line -> accepted score=60 value='Publicité / Téléchargement'; buyer: entity_line -> accepted score=60 value='Publicité / Téléchargement',-,-,-,PLACE_NUMERIC
A2026-018,Fourniture d'une solution de gestion pédagogique des doctorants,AOO,Services,-,EOESRI / COMUE - UdL - COMUE &quot;Université de Lyon&quot,,EOESRI / COMUE - UdL - COMUE &quot;Université de Lyon&quot,(69) Rhône,,(69) Rhône,(69) Rhône,2026-06-12 12:00:00,,2026-06-12 12:00:00,-,-,-,,-,https://www.marches-publics.gouv.fr/app.php/entreprise/consultation/2986378?orgAcronyme=f2h,PLACE,new,2986378?orgAcronyme=f2h.html,,"title: header_generic -> rejected score=-75 value='Détail de la consultation' reason=generic_exact_title; title: line_after_reference -> rejected score=35 value='Intitulé' reason=too_short; title: business_title_line -> accepted score=60 value=""Fourniture d'une solution de gestion pédagogique des doctorants""; buyer: entity_line -> accepted score=70 value='EOESRI / COMUE - UdL - COMUE &quot;Université de Lyon&quot'; buyer: entity_line -> accepted score=60 value='Publicité / Téléchargement'; buyer: entity_line -> accepted score=60 value='Publicité / Téléchargement'",-,-,-,PLACE_NUMERIC
2026-005,Réalisation d'opérations comptables et assistance fonctionnelle sur le système d'information financier et comptable SIFAC/SIFAC+ (S4/HANA SAP) de CentraleSupelec,AOO,Services,-,EOESRI / SUPELEC - Centrale SUPELEC,,EOESRI / SUPELEC - Centrale SUPELEC,(91) Essonne,,(91) Essonne,(91) Essonne,2026-06-12 12:00:00,,2026-06-12 12:00:00,-,-,-,,-,https://www.marches-publics.gouv.fr/app.php/entreprise/consultation/2987833?orgAcronyme=f2h,PLACE,new,2987833?orgAcronyme=f2h.html,,"title: header_generic -> rejected score=-75 value='Détail de la consultation' reason=generic_exact_title; title: line_after_reference -> rejected score=35 value='Intitulé' reason=too_short; title: business_title_line -> accepted score=60 value=""Réalisation d'opérations comptables et assistance fonctionnelle sur le système d'information financier et comptable SIFAC/SIFAC+ (S4/HANA SAP) de CentraleSupelec""; title: business_title_line -> accepted score=60 value=""Réalisation d'opérations comptables et assistance fonctionnelle sur le système d'information financier et comptable SIFAC/SIFAC+ (S4/HANA SAP) de CentraleSupelec""; buyer: entity_line -> accepted score=60 value='EOESRI / SUPELEC - Centrale SUPELEC'; buyer: entity_line -> accepted score=60 value='Publicité / Téléchargement'; buyer: entity_line -> accepted score=60 value='Publicité / Téléchargement'",-,-,-,PLACE_NUMERIC
26_AMOE_AST,-,AOO,Services,-,MJL / SG / DNUM - Direction du numérique,,MJL / SG / DNUM - Direction du numérique,-,,-,-,2026-06-17 14:00:00,,2026-06-17 14:00:00,-,-,-,,-,https://www.marches-publics.gouv.fr/app.php/entreprise/consultation/2990888?orgAcronyme=d3f,PLACE,new,2990888?orgAcronyme=d3f.html,,title: header_generic -> rejected score=-75 value='Détail de la consultation' reason=generic_exact_title; title: line_after_reference -> rejected score=35 value='Intitulé' reason=too_short; buyer: entity_line -> accepted score=70 value='MJL / SG / DNUM - Direction du numérique'; buyer: entity_line -> accepted score=60 value='Publicité / Téléchargement'; buyer: entity_line -> accepted score=60 value='Publicité / Téléchargement',-,-,-,PLACE_NUMERIC
AOO_2026-02,Assistance à maîtrise d'ouvrage pour la conception et la passation de marchés publics de développement d'outils de gestion et de visualisation de données sur l'eau sur le bassin versant Marais poitevin,AOO,Services,-,MTES-MCTRCT-MER / EP / EP MP - Etablissement Public du Marais Poitevin,,MTES-MCTRCT-MER / EP / EP MP - Etablissement Public du Marais Poitevin,"(85) Vendée, (17) Charente-Maritime, (79) Deux-Sèvres",,"(85) Vendée, (17) Charente-Maritime, (79) Deux-Sèvres","(85) Vendée, (17) Charente-Maritime, (79) Deux-Sèvres",2026-06-22 12:00:00,,2026-06-22 12:00:00,-,-,-,,-,https://www.marches-publics.gouv.fr/app.php/entreprise/consultation/2992873?orgAcronyme=d4t,PLACE,new,2992873?orgAcronyme=d4t.html,,"title: header_generic -> rejected score=-75 value='Détail de la consultation' reason=generic_exact_title; title: line_after_reference -> rejected score=35 value='Intitulé' reason=too_short; title: business_title_line -> accepted score=60 value=""Assistance à maîtrise d'ouvrage pour la conception et la passation de marchés publics de développement d'outils de gestion et de visualisation de données sur l'eau sur le bassin versant Marais poitevin""; buyer: entity_line -> accepted score=60 value='MTES-MCTRCT-MER / EP / EP MP - Etablissement Public du Marais Poitevin'; buyer: entity_line -> accepted score=60 value='Publicité / Téléchargement'; buyer: entity_line -> accepted score=60 value='Publicité / Téléchargement'",-,-,-,PLACE_NUMERIC
B26-01107-LS,Prestations de tierce maintenance applicative (TMA) des Logiciels Systèmes Energétiques du CEA Liten,AOO,Services,-,AO / CEA / CEA / GRENOBLE - CENTRE DE GRENOBLE,,AO / CEA / CEA / GRENOBLE - CENTRE DE GRENOBLE,(38) Isère,,(38) Isère,(38) Isère,2026-06-10 16:00:00,,2026-06-10 16:00:00,-,-,-,,-,https://www.marches-publics.gouv.fr/app.php/entreprise/consultation/2997383?orgAcronyme=s2d,PLACE,new,2997383?orgAcronyme=s2d.html,,title: header_generic -> rejected score=-75 value='Détail de la consultation' reason=generic_exact_title; title: line_after_reference -> rejected score=35 value='Intitulé' reason=too_short; title: business_title_line -> accepted score=60 value='Prestations de tierce maintenance applicative (TMA) des Logiciels Systèmes Energétiques du CEA Liten'; buyer: category_label -> rejected score=-90 value='Autres organismes' reason=generic_exact_buyer; buyer: category_label -> rejected score=-90 value='Autres organismes' reason=generic_exact_buyer; buyer: entity_line -> accepted score=70 value='AO / CEA / CEA / GRENOBLE - CENTRE DE GRENOBLE'; buyer: entity_line -> accepted score=60 value='Publicité / Téléchargement'; buyer: entity_line -> accepted score=60 value='Publicité / Téléchargement',-,-,-,PLACE_NUMERIC
RFI_CRM_2026-02,-,-,Services,-,EOESRI / CNRS / CNRS - DR14 - CNRS Délégation Occitanie Ouest,,EOESRI / CNRS / CNRS - DR14 - CNRS Délégation Occitanie Ouest,"(75) Paris, (92) Hauts-de-Seine, (31) Haute-Garonne",,"(75) Paris, (92) Hauts-de-Seine, (31) Haute-Garonne","(75) Paris, (92) Hauts-de-Seine, (31) Haute-Garonne",2026-06-15 12:00:00,,2026-06-15 12:00:00,-,-,-,,-,https://www.marches-publics.gouv.fr/app.php/entreprise/consultation/2998043?orgAcronyme=f2h,PLACE,new,2998043?orgAcronyme=f2h.html,,title: header_generic -> rejected score=-75 value='Détail de la consultation' reason=generic_exact_title; title: line_after_reference -> rejected score=35 value='Intitulé' reason=too_short; buyer: entity_line -> accepted score=70 value='EOESRI / CNRS / CNRS - DR14 - CNRS Délégation Occitanie Ouest'; buyer: entity_line -> accepted score=60 value='Publicité / Téléchargement'; buyer: entity_line -> accepted score=60 value='Publicité / Téléchargement',-,-,-,PLACE_NUMERIC
1157695,Infogérance du système d'information de la ville de Croissy-sur-Seine Enregistrer cet appel d'offre Localisation : Yvelines (78) - Croissy-sur-Seine Date de clotûre,MAPA,Services,-,Ville de Croissy-sur-Seine,,Ville de Croissy-sur-Seine,Plusieurs lieux,,Plusieurs lieux,Plusieurs lieux,-,,-,-,-,-,,-,https://www.francemarches.com/appel-offre/36parisien1157695-2026-infogerance-systeme-information,France Marchés,new,36parisien1157695-2026-infogerance-systeme-information.html,,"title: editorial_header -> accepted score=70 value=""Infogérance du système d'information de la ville de Croissy-sur-Seine Enregistrer cet appel d'offre Localisation : Yvelines (78) - Croissy-sur-Seine Date de clotûre""; title: legal_text_title -> rejected score=40 value='' reason=empty; title: description_short -> accepted score=50 value=""Infogérance du système d'information de la ville de Croissy-sur-Seine""; buyer: editorial_buyer_block -> rejected score=30 value='' reason=generic_exact_buyer; buyer: legal_nom_complet -> accepted score=65 value='Ville de Croissy-sur-Seine'; buyer: legal_nom_officiel -> rejected score=35 value='' reason=generic_exact_buyer",-,-,-,FRANCE_MARCHES
26_TMA_CASIER,Accord-cadre,AOO,Services,-,-,,-,"Paris, Amiens, Nantes et locaux du titulaire / Votre code postal ne semble pas en France. Rien de grave, vous pouvez le modifier ou simplement valider / Paris ( FR101 )",,"Paris, Amiens, Nantes et locaux du titulaire / Votre code postal ne semble pas en France. Rien de grave, vous pouvez le modifier ou simplement valider / Paris ( FR101 )","Paris, Amiens, Nantes et locaux du titulaire / Votre code postal ne semble pas en France. Rien de grave, vous pouvez le modifier ou simplement valider / Paris ( FR101 )",-,,-,-,-,16000000.0,,16000000.0,https://www.boamp.fr/avis/detail/26_TMA_CASIER,BOAMP,new,37ao26154015290520267275-2026-cadrage-conception-developpement.html,oui,title: label_titre -> accepted score=45 value='Accord-cadre',-,-,-,BOAMP_XML
07_26,-,AOO,Services,-,CNAF Établissement public,,CNAF Établissement public,"Paris / Votre code postal ne semble pas en France. Rien de grave, vous pouvez le modifier ou simplement valider / Paris ( FR101 )",,"Paris / Votre code postal ne semble pas en France. Rien de grave, vous pouvez le modifier ou simplement valider / Paris ( FR101 )","Paris / Votre code postal ne semble pas en France. Rien de grave, vous pouvez le modifier ou simplement valider / Paris ( FR101 )",-,,-,-,-,8700000.0,,8700000.0,https://www.boamp.fr/avis/detail/07_26,BOAMP,new,37ao26181552260520267275-2026-prestations-assistance-technique.html,,title: label_titre -> rejected score=45 value='Le présent' reason=too_short; buyer: org_info_complementaires -> accepted score=-75 value='CNAF Établissement public',-,-,-,BOAMP_XML
DAF_2025_001001,Prestations d’assistance et d’expertise pour migration et déploiement des SI vers le cloud au profit du Centre Spécialisé Cloud du MINARM (référence interne DAF).,Procédure négociée,Services,etat,"Ministère des Armées – DNUM / Centre Spécialisé Cloud du MINARM, France entière.",,Ministère des Armées – DNUM / Centre Spécialisé Cloud du MINARM,Val-de-Marne,,Val-de-Marne,France entière,26/05/2026,,26/05/2026,66 mois,Cf règlement de la consultation,18.02 M€ HT,,18.02 M€ HT,https://www.francemarches.com/appel-offre/37ao26181581260520263294-2026-prestations-assistance-expertise,SCRAPPING REDPOINT,matched,37ao26181581260520263294-2026-prestations-assistance-expertise.html,,,,,,-
3boamp2640079-2026-mise-disposition-adaptation,"Mise à disposition, adaptation et maintenance du système d'information financière destiné à la gestion budgétaire et comptable de la HAS, organisme en comptabilité budgétaire publique, ainsi qu'à la préparation et au suivi d'exécution de son budget",-,Services,-,Haute Autorité de Santé,,Haute Autorité de Santé,officiels de l'organisme acheteur public,,officiels de l'organisme acheteur public,officiels de l'organisme acheteur public,2026-07-08 00:00:00,,2026-07-08 00:00:00,-,-,171.0,,171.0,https://ted.europa.eu/fr/notice/-/detail/273519-2026,BOAMP,new,3boamp2640079-2026-mise-disposition-adaptation.html,,"title: dom_titre_sibling -> accepted score=90 value=""Mise à disposition, adaptation et maintenance du système d'information financière destiné à la gestion budgétaire et comptable de la HAS, organisme en comptabilité budgétaire publique, ainsi qu'à la préparation et au suivi d'exécution de son budget""; title: dom_titre_sibling -> accepted score=90 value=""Mise à disposition, adaptation et maintenance du système d'information financière destiné à la gestion budgétaire et comptable de la HAS, organisme en comptabilité budgétaire publique, ainsi qu'à la préparation et au suivi d'exécution de son budget""; title: dom_titre_data -> accepted score=95 value=""Mise à disposition, adaptation et maintenance du système d'information financière destiné à la gestion budgétaire et comptable de la HAS, organisme en comptabilité budgétaire publique, ainsi qu'à la préparation et au suivi d'exécution de son budget""; title: titre_pattern -> accepted score=85 value=""Mise à disposition, adaptation et maintenance du système d'information financière destiné à la gestion budgétaire et comptable de la HAS, organisme en comptabilité budgétaire publique, ainsi qu'à la préparation et au suivi d'exécution de son budget""; buyer: dom_nom_officiel -> accepted score=65 value='Haute Autorité de Santé'; buyer: nom_officiel -> accepted score=55 value='Haute Autorité de Santé'",-,-,-,BOAMP_XML
DGFIP-DRS-2500077,Assistance externe pour la conduite de consultations organisées dans le cadre des dispositions du code de la commande publique pour les marchés de techniques de l'information et de la communication,AOO,Services,-,Direction Générale des Finances Publiques,,Direction Générale des Finances Publiques,Montreuil / Seine-Saint-Denis,,Montreuil / Seine-Saint-Denis,Montreuil / Seine-Saint-Denis,-,,-,-,-,400000.0,,400000.0,https://www.boamp.fr/avis/detail/DGFIP-DRS-2500077,BOAMP,new,3boamp2641049-2026-assistance-externe-pour.html,,"title: label_titre -> accepted score=80 value=""Assistance externe pour la conduite de consultations organisées dans le cadre des dispositions du code de la commande publique pour les marchés de techniques de l'information et de la communication""; buyer: dom_nom_officiel -> accepted score=75 value='Direction Générale des Finances Publiques'; buyer: org_info_complementaires -> accepted score=-75 value='Direction Générale des Finances Publiques'",-,-,-,BOAMP_XML
3boamp2641974-2026-maintien-condition-operationnelle,"Numérisation, catalogage et conversion rétrospective pour la Ville de Paris",AOO,Services,-,VILLE de PARIS - DFA - SDA,,VILLE de PARIS - DFA - SDA,Subdivision pays (NUTS) : Paris ( FR101 ),,Subdivision pays (NUTS) : Paris ( FR101 ),Subdivision pays (NUTS) : Paris ( FR101 ),2026-06-09 00:00:00,,2026-06-09 00:00:00,-,-,171.0,,171.0,https://ted.europa.eu/fr/notice/-/detail/274985-2026,BOAMP,new,3boamp2641974-2026-maintien-condition-operationnelle.html,,"title: dom_titre_sibling -> accepted score=90 value=""Accord-cadreà bons de commande pour le maintien en condition opérationnelle et l'accompagnement à l'évolution des infrastructures et services numériques de la Ville de Paris et du CASVP""; title: dom_titre_sibling -> accepted score=90 value=""Maintien en condition opérationnelle et l'accompagnement à l'évolution des infrastructures et services numériques de la Ville de Paris et du CASVP""; title: dom_titre_data -> accepted score=95 value='Numérisation, catalogage et conversion rétrospective pour la Ville de Paris'; title: titre_pattern -> accepted score=50 value='Accord-cadre'; buyer: dom_nom_officiel -> accepted score=75 value='VILLE de PARIS - DFA - SDA'; buyer: nom_officiel -> accepted score=65 value='VILLE DE PARIS-DFA-SDA'",-,-,-,BOAMP_XML
3boamp2642071-2026-assistance-ingenierie-coordination,"CREPS de Poitiers (86) - Construction d'un nouvel hébergement, réhabilitation de l'internat Aunis, des gymnases Birocheau/Teissié -relance du lot 7 ""menuiseries extérieures-occultations""",AOO,Services,-,Région Nouvelle-Aquitaine,,Région Nouvelle-Aquitaine,Subdivision pays (NUTS) : Gironde ( FRI12 ),,Subdivision pays (NUTS) : Gironde ( FRI12 ),Subdivision pays (NUTS) : Gironde ( FRI12 ),2026-05-29 00:00:00,,2026-05-29 00:00:00,-,-,171.0,,171.0,https://ted.europa.eu/fr/notice/-/detail/264857-2026,BOAMP,new,3boamp2642071-2026-assistance-ingenierie-coordination.html,,"title: dom_titre_sibling -> accepted score=85 value=""ASSISTANCE EN INGENIERIE DE COORDINATION DE PROJETS DATA / INGENIERIE D'EXPERTISE DATA AU SEIN DE LA DIRECTION DU SYSTEME D'INFORMATION DE LA REGION NOUVELLE-AQUITAINE""; title: dom_titre_sibling -> accepted score=85 value=""ASSISTANCE EN INGENIERIE DE COORDINATION DE PROJETS DATA / INGENIERIE D'EXPERTISE DATA AU SEIN DE LA DIRECTION DU SYSTEME D'INFORMATION DE LA REGION NOUVELLE-AQUITAINE""; title: dom_titre_data -> accepted score=95 value='CREPS de Poitiers (86) - Construction d\'un nouvel hébergement, réhabilitation de l\'internat Aunis, des gymnases Birocheau/Teissié -relance du lot 7 ""menuiseries extérieures-occultations""'; title: titre_pattern -> accepted score=80 value=""ASSISTANCE EN INGENIERIE DE COORDINATION DE PROJETS DATA / INGENIERIE D'EXPERTISE DATA AU SEIN DE LA DIRECTION DU SYSTEME D'INFORMATION DE LA REGION NOUVELLE-AQUITAINE""; buyer: dom_nom_officiel -> accepted score=75 value='Région Nouvelle-Aquitaine'; buyer: nom_officiel -> accepted score=65 value='Région Nouvelle-Aquitaine'",-,-,-,BOAMP_XML
3boamp2642106-2026-acquisition-mise-oeuvre,Acquisition et mise en œuvre d'une solution ERP en mode SaaS avec site web marchand et application mobile,AOO,Services,-,Association ASF Vacances,,Association ASF Vacances,officiels de l'organisme acheteur public,,officiels de l'organisme acheteur public,officiels de l'organisme acheteur public,2026-06-05 00:00:00,,2026-06-05 00:00:00,-,-,171.0,,171.0,https://ted.europa.eu/fr/notice/-/detail/288908-2026,BOAMP,new,3boamp2642106-2026-acquisition-mise-oeuvre.html,,"title: dom_titre_sibling -> accepted score=90 value=""Acquisition et mise en œuvre d'une solution ERP en mode SaaS avec site web marchand et application mobile""; title: dom_titre_sibling -> accepted score=90 value='Lot 1: A- Solution (ERP) métier : Gestion Vacances Enfants (VE) et Vacances Loisirs (VL) & B - Site web marchand et application mobile'; title: dom_titre_sibling -> accepted score=75 value='Lot 2 : Solution OCR'; title: dom_titre_data -> accepted score=95 value=""Acquisition et mise en œuvre d'une solution ERP en mode SaaS avec site web marchand et application mobile""; title: titre_pattern -> accepted score=85 value=""Acquisition et mise en œuvre d'une solution ERP en mode SaaS avec site web marchand et application mobile""; buyer: dom_nom_officiel -> accepted score=65 value='Association ASF Vacances'; buyer: nom_officiel -> accepted score=55 value='Association ASF Vacances'",-,-,-,BOAMP_XML
3boamp2642682-2026-renouvellement-maintenance-serveurs,Renouvellement et maintenance des serveurs de sauvegarde et prestations associées,AOO,Services,-,SICIO,,SICIO,officiels de l'organisme acheteur public,,officiels de l'organisme acheteur public,officiels de l'organisme acheteur public,2026-06-04 00:00:00,,2026-06-04 00:00:00,-,-,171.0,,171.0,https://ted.europa.eu/fr/notice/-/detail/294682-2026,BOAMP,new,3boamp2642682-2026-renouvellement-maintenance-serveurs.html,,"title: dom_titre_sibling -> accepted score=90 value='Renouvellement et maintenance des serveurs de sauvegarde et prestations associées'; title: dom_titre_sibling -> accepted score=85 value='Fourniture de la plateforme de sauvegarde'; title: dom_titre_sibling -> accepted score=90 value=""Fourniture des licences de l'outil de sauvegarde Veritas NetBackup""; title: dom_titre_data -> accepted score=95 value='Renouvellement et maintenance des serveurs de sauvegarde et prestations associées'; title: titre_pattern -> accepted score=85 value='Renouvellement et maintenance des serveurs de sauvegarde et prestations associées'; buyer: dom_nom_officiel -> accepted score=50 value='SICIO'; buyer: nom_officiel -> accepted score=40 value='SICIO'",-,-,-,BOAMP_XML
de la consultation,-,MAPA,Services,-,-,,-,"PARIS / Votre code postal ne semble pas en France. Rien de grave, vous pouvez le modifier ou simplement valider",,"PARIS / Votre code postal ne semble pas en France. Rien de grave, vous pouvez le modifier ou simplement valider","PARIS / Votre code postal ne semble pas en France. Rien de grave, vous pouvez le modifier ou simplement valider",-,,-,-,-,-,,-,https://www.boamp.fr/avis/detail/de la consultation,BOAMP,new,3boamp2643374-2026-refonte-site-internet.html,oui,title: label_titre -> rejected score=40 value='' reason=empty,-,-,-,BOAMP_XML
M_3530,Prestations de services informatiques pour le développement et la maintenance des outils,AOO,Services,-,GCS-UNIHA,,GCS-UNIHA,LYON / Rhône,,LYON / Rhône,LYON / Rhône,-,,-,-,-,-,,-,https://www.boamp.fr/avis/detail/M_3530,BOAMP,new,3boamp2643609-2026-prestations-services-informatiques.html,,title: label_titre -> accepted score=80 value='Prestations de services informatiques pour le développement et la maintenance des outils'; buyer: dom_nom_officiel -> accepted score=60 value='GCS-UNIHA',-,-,-,BOAMP_XML
3boamp2644098-2026-prestations-conseil-collecte,"Prestations de conseil, de collecte, de développement, d'exploitation de données pour le Data Office",AOO,Services,-,Etablissement d'enseignement supérieur consulaire ESCP Europe,,Etablissement d'enseignement supérieur consulaire ESCP Europe,officiels de l'organisme acheteur public,,officiels de l'organisme acheteur public,officiels de l'organisme acheteur public,2026-06-03 00:00:00,,2026-06-03 00:00:00,-,-,171.0,,171.0,https://ted.europa.eu/fr/notice/-/detail/302559-2026,BOAMP,new,3boamp2644098-2026-prestations-conseil-collecte.html,,"title: dom_titre_sibling -> accepted score=90 value=""Prestations de conseil, de collecte, de développement, d'exploitation de données pour le Data Office""; title: dom_titre_sibling -> accepted score=90 value=""Prestations de conseil, de collecte, de développement, d'exploitation de données pour le Data Office""; title: dom_titre_data -> accepted score=95 value=""Prestations de conseil, de collecte, de développement, d'exploitation de données pour le Data Office""; title: titre_pattern -> accepted score=85 value=""Prestations de conseil, de collecte, de développement, d'exploitation de données pour le Data Office""; buyer: dom_nom_officiel -> accepted score=65 value=""Etablissement d'enseignement supérieur consulaire ESCP Europe""; buyer: nom_officiel -> accepted score=55 value='Tribunal Judiciaire de Paris'",-,-,-,BOAMP_XML
2026-22,Accord cadre mono/multi-attributaire en procèdure d'appel d'offre ouvert,AOO,Services,-,INSTITUT FRANCAIS DUCHEVAL ET DE L'EQUITATION,,INSTITUT FRANCAIS DUCHEVAL ET DE L'EQUITATION,Arnac-Pompadour / Corrèze,,Arnac-Pompadour / Corrèze,Arnac-Pompadour / Corrèze,-,,-,-,-,2000000.0,,2000000.0,https://www.boamp.fr/avis/detail/2026-22,BOAMP,new,3boamp2644226-2026-assistance-maitrise-oeuvre.html,,"title: label_titre -> accepted score=80 value=""Accord cadre mono/multi-attributaire en procèdure d'appel d'offre ouvert""; buyer: dom_nom_officiel -> accepted score=65 value=""INSTITUT FRANCAIS DUCHEVAL ET DE L'EQUITATION""",-,-,-,BOAMP_XML
3boamp2644837-2026-systeme-information-dpsm,TMA - TME DU SYSTEME D'INFORMATION DU DPSM,AOO,Services,-,Bureau de Recherche en Géologie Minière (BRGM),,Bureau de Recherche en Géologie Minière (BRGM),officiels de l'organisme acheteur public,,officiels de l'organisme acheteur public,officiels de l'organisme acheteur public,2026-06-05 00:00:00,,2026-06-05 00:00:00,-,-,171.0,,171.0,https://ted.europa.eu/fr/notice/-/detail/309435-2026,BOAMP,new,3boamp2644837-2026-systeme-information-dpsm.html,,"title: dom_titre_sibling -> accepted score=80 value=""TMA - TME DU SYSTEME D'INFORMATION DU DPSM""; title: dom_titre_sibling -> accepted score=80 value=""TMA - TME DU SYSTEME D'INFORMATION DU DPSM""; title: dom_titre_data -> accepted score=85 value=""TMA - TME DU SYSTEME D'INFORMATION DU DPSM""; title: titre_pattern -> accepted score=75 value=""TMA - TME DU SYSTEME D'INFORMATION DU DPSM""; buyer: dom_nom_officiel -> accepted score=75 value='Bureau de Recherche en Géologie Minière (BRGM)'; buyer: nom_officiel -> accepted score=65 value='Bureau de Recherche en Géologie Minière (BRGM)'",-,-,-,BOAMP_XML
2026-04,PRESTATIONS DE SUPPORT ET MAINTENANCE LOGICIEL,Procédure restreinte,Services,-,2026-04,,2026-04,Saint-Denis La Plaine Cedex / Seine-Saint-Denis,,Saint-Denis La Plaine Cedex / Seine-Saint-Denis,Saint-Denis La Plaine Cedex / Seine-Saint-Denis,-,,-,-,-,440000.0,,440000.0,https://www.boamp.fr/avis/detail/2026-04,BOAMP,new,3boamp2646966-2026-present-marche-pour?q=72200000.html,,title: label_titre -> accepted score=70 value='PRESTATIONS DE SUPPORT ET MAINTENANCE LOGICIEL'; buyer: dom_nom_officiel -> accepted score=50 value='2026-04',-,-,-,BOAMP_XML
3boamp2647530-2026-missions-infogerance-systemes?q=72200000,MISSIONS D'INFOGERANCE DE SYSTEMES D'INFORMATION,Procédure négociée,Services,-,Syndicat des énergies et de l'aménagement numérique de la Haute-Savoie (SYANE),,Syndicat des énergies et de l'aménagement numérique de la Haute-Savoie (SYANE),officiels de l'organisme acheteur public,,officiels de l'organisme acheteur public,officiels de l'organisme acheteur public,2026-06-11 00:00:00,,2026-06-11 00:00:00,-,-,171.0,,171.0,https://ted.europa.eu/fr/notice/-/detail/327362-2026,BOAMP,new,3boamp2647530-2026-missions-infogerance-systemes?q=72200000.html,,"title: dom_titre_sibling -> accepted score=80 value=""MISSIONS D'INFOGERANCE DE SYSTEMES D'INFORMATION""; title: dom_titre_sibling -> accepted score=80 value=""MISSIONS D'INFOGERANCE DE SYSTEMES D'INFORMATION""; title: dom_titre_data -> accepted score=85 value=""MISSIONS D'INFOGERANCE DE SYSTEMES D'INFORMATION""; title: titre_pattern -> accepted score=75 value=""MISSIONS D'INFOGERANCE DE SYSTEMES D'INFORMATION""; buyer: dom_nom_officiel -> accepted score=75 value=""Syndicat des énergies et de l'aménagement numérique de la Haute-Savoie (SYANE)""; buyer: nom_officiel -> accepted score=65 value=""Syndicat des énergies et de l'aménagement numérique de la Haute-Savoie (SYANE)""",-,-,-,BOAMP_XML
INPI-1847,Mise en place d'un outil conversationnel (chatbot),AOO,Services,-,INPI,,INPI,Courbevoie / Paris,,Courbevoie / Paris,Courbevoie / Paris,-,,-,-,-,-,,-,https://www.boamp.fr/avis/detail/INPI-1847,BOAMP,new,3boamp2647639-2026-mise-place-outil?q=72200000.html,,"title: label_titre -> accepted score=75 value=""Mise en place d'un outil conversationnel (chatbot)""; buyer: dom_nom_officiel -> accepted score=50 value='INPI'; buyer: org_info_complementaires -> accepted score=-100 value='INPI'",-,-,-,BOAMP_XML
